order_id,customer_id,customer_name,order_date,order_amount
10097,318,Andrew Chen,2025-02-10,47.84
10098,337,Ashley Mitchell,2025-02-10,128.62
10099,339,Eric Wright,2025-02-10,83.29
10100,359,Kevin Garcia,2025-02-10,85.07
10101,208,Maria Walker,2025-02-11,197.02
10102,216,Anthony Jackson,2025-02-11,136.57
10103,282,Megan Moore,2025-02-12,340.43
10104,233,Michael Mitchell,2025-02-13,200.69
10105,245,Brandon Reed,2025-02-13,97.19
10106,271,Natalie Taylor,2025-02-13,85.81
10107,374,Michael Wilson,2025-02-13,650.0
10108,228,Christopher Nelson,2025-02-14,21.1
10109,243,Daniel Lopez,2025-02-15,118.37
10110,277,Jessica Davis,2025-02-15,144.42
10111,291,Jason Lopez,2025-02-15,51.49
10112,367,Michael Reed,2025-02-15,98.98
10113,225,Vanessa Taylor,2025-02-16,36.83
10114,268,Emily Lopez,2025-02-16,89.38
10115,400,Andrew Baker,2025-02-16,115.54
10116,291,Jason Lopez,2025-02-17,153.22
10117,292,Nicole Moore,2025-02-17,50.35
10118,337,Ashley Mitchell,2025-02-17,82.26
10119,383,Robert Nelson,2025-02-17,53.74
10120,244,Brandon Davis,2025-02-18,158.77
10121,327,Maria Lopez,2025-02-18,143.12
10122,350,Megan Davis,2025-02-18,50.63
10123,316,Anthony Green,2025-02-19,74.91
10124,307,Lauren Green,2025-02-20,75.13
10125,356,Amanda Lopez,2025-02-20,51.16
10126,361,Eric Mitchell,2025-02-20,71.03
10127,377,Brandon Reed,2025-02-20,92.04
10128,318,Andrew Chen,2025-02-21,70.57
10129,321,Michael Mitchell,2025-02-21,101.27
10130,230,Emily Baker,2025-02-22,86.52
10131,376,Amanda Baker,2025-02-22,30.94
10132,343,Christopher White,2025-02-23,87.58
10133,272,Ashley Young,2025-02-24,137.38
10134,303,Marcus Brown,2025-02-24,61.75
10135,326,Michelle Walker,2025-02-24,56.4
10136,313,Jason Garcia,2025-02-25,61.24
10137,327,Maria Lopez,2025-02-25,151.75
10138,348,Sarah Walker,2025-02-25,34.86
10139,365,Kevin Baker,2025-02-25,86.27
10140,262,Brian Taylor,2025-02-26,69.64
10141,339,Eric Wright,2025-02-27,159.77
10142,258,Rachel Moore,2025-03-02,96.66
10143,269,Ashley Mitchell,2025-03-02,91.46
10144,283,Christopher Davis,2025-03-02,45.1
10145,319,Jason Taylor,2025-03-02,61.63
10146,215,Samantha Wright,2025-03-03,179.01
10147,263,Olivia Green,2025-03-03,28.36
10148,350,Megan Davis,2025-03-03,112.0
10149,305,Eric Carter,2025-03-04,241.96
10150,392,Brandon Davis,2025-03-04,98.14
10151,236,Olivia Young,2025-03-05,77.95
10152,294,Lauren Martinez,2025-03-05,169.46
10153,296,Sarah King,2025-03-05,181.93
10154,370,Marcus White,2025-03-05,57.94
10155,279,Anthony Martinez,2025-03-06,72.66
10156,399,Nicole Martinez,2025-03-06,76.7
10157,247,Rachel Young,2025-03-08,163.09
10158,378,Robert Garcia,2025-03-08,82.55
10159,381,Marcus Brown,2025-03-09,81.11
10160,306,Eric Martinez,2025-03-10,116.15
10161,369,Christopher Jackson,2025-03-10,16.53
10162,235,Anthony Anderson,2025-03-11,70.53
10163,208,Maria Walker,2025-03-12,50.37
10164,227,Nicole Reed,2025-03-12,329.49
10165,263,Olivia Green,2025-03-12,160.21
10166,276,Jessica Martinez,2025-03-12,144.21
10167,287,Brandon Reed,2025-03-12,97.72
10168,292,Nicole Moore,2025-03-12,85.82
10169,340,Ashley Wright,2025-03-12,194.99
10170,334,David Martinez,2025-03-13,75.68
10171,361,Eric Mitchell,2025-03-14,25.58
10172,384,Andrew Lopez,2025-03-14,81.26
10173,397,James Brown,2025-03-14,26.62
10174,215,Samantha Wright,2025-03-15,73.69
10175,233,Michael Mitchell,2025-03-15,102.69
10176,331,Vanessa Johnson,2025-03-15,49.91
10177,400,Andrew Baker,2025-03-15,102.06
10178,332,Jessica King,2025-03-16,131.11
10179,397,James Brown,2025-03-16,33.26
10180,248,Olivia Thomas,2025-03-17,89.01
10181,253,Brian Young,2025-03-17,202.92
10182,209,Marcus Wilson,2025-03-19,106.15
10183,284,Jessica Clark,2025-03-19,79.37
10184,396,Nicole Carter,2025-03-19,205.59
10185,234,Nicole Lopez,2025-03-20,106.32
10186,246,Nicole Martinez,2025-03-20,56.01
10187,205,Eric Reed,2025-03-21,105.75
10188,286,Vanessa Wilson,2025-03-21,117.24
10189,387,Anthony Reed,2025-03-21,93.82
10190,249,David Thomas,2025-03-22,111.23
10191,257,Robert Brown,2025-03-22,37.71
10192,270,Megan Carter,2025-03-22,199.67
10193,272,Ashley Young,2025-03-22,46.59
10194,347,Maria Taylor,2025-03-22,138.72
10195,385,Rachel Baker,2025-03-22,42.75
10196,241,James King,2025-03-23,42.14
10197,377,Brandon Reed,2025-03-23,38.13
10198,391,Andrew Green,2025-03-23,32.46
10199,237,Jason Carter,2025-03-25,57.54
10200,304,Rachel Chen,2025-03-25,74.75
10201,335,Lauren Nelson,2025-03-25,32.46
10202,289,David Baker,2025-03-26,48.56
10203,207,Michelle Lewis,2025-03-27,52.06
10204,240,Natalie Lopez,2025-03-27,68.98
10205,289,David Baker,2025-03-27,179.15
10206,203,Emily Davis,2025-03-28,125.2
10207,236,Olivia Young,2025-03-28,46.98
10208,280,Eric Walker,2025-03-28,24.46
10209,211,Ashley Davis,2025-03-29,196.46
10210,333,Kevin Lewis,2025-03-29,47.53
10211,332,Jessica King,2025-03-30,54.89
10212,247,Rachel Young,2025-03-31,78.34
10213,306,Eric Martinez,2025-03-31,100.99
10214,217,Robert White,2025-04-01,74.08
10215,314,Jessica Thomas,2025-04-01,23.6
10216,258,Rachel Moore,2025-04-02,458.67
10217,312,Samantha Clark,2025-04-02,114.78
10218,354,Maria Carter,2025-04-02,69.0
10219,221,Justin Brown,2025-04-03,123.63
10220,224,Jessica Garcia,2025-04-03,43.21
10221,252,Natalie Mitchell,2025-04-03,73.82
10222,295,Anthony Nelson,2025-04-03,257.41
10223,309,Andrew Reed,2025-04-03,51.88
10224,336,Jason Jackson,2025-04-03,32.26
10225,262,Brian Taylor,2025-04-04,73.62
10226,273,Kevin Moore,2025-04-04,107.19
10227,343,Christopher White,2025-04-04,50.91
10228,329,Olivia Lopez,2025-04-05,101.73
10229,364,Robert Baker,2025-04-05,199.35
10230,382,Emily White,2025-04-05,77.48
10231,218,Megan Martinez,2025-04-06,162.12
10232,284,Jessica Clark,2025-04-06,167.53
10233,385,Rachel Baker,2025-04-06,135.81
10234,271,Natalie Taylor,2025-04-08,45.33
10235,320,Kevin Chen,2025-04-08,58.91
10236,223,Amanda Martinez,2025-04-10,68.86
10237,385,Rachel Baker,2025-04-10,140.43
10238,221,Justin Brown,2025-04-11,65.8
10239,272,Ashley Young,2025-04-11,37.65
10240,229,Christopher Hall,2025-04-12,44.39
10241,350,Megan Davis,2025-04-12,54.49
10242,220,Sarah Green,2025-04-13,68.42
10243,221,Justin Brown,2025-04-13,83.94
10244,318,Andrew Chen,2025-04-13,98.94
10245,334,David Martinez,2025-04-13,138.37
10246,300,Emily Green,2025-04-14,63.74
10247,303,Marcus Brown,2025-04-14,217.44
10248,209,Marcus Wilson,2025-04-15,222.86
10249,279,Anthony Martinez,2025-04-15,182.4
10250,310,Brandon Young,2025-04-15,35.95
10251,213,Sarah Lewis,2025-04-16,155.15
10252,236,Olivia Young,2025-04-16,67.25
10253,240,Natalie Lopez,2025-04-16,66.21
10254,337,Ashley Mitchell,2025-04-16,101.49
10255,383,Robert Nelson,2025-04-16,71.92
10256,386,Brandon Nelson,2025-04-16,44.53
10257,397,James Brown,2025-04-16,43.39
10258,230,Emily Baker,2025-04-17,97.06
10259,243,Daniel Lopez,2025-04-17,138.57
10260,293,Jason White,2025-04-17,39.97
10261,319,Jason Taylor,2025-04-17,220.97
10262,324,Daniel Davis,2025-04-17,121.03
10263,251,Brian Martinez,2025-04-19,56.76
10264,277,Jessica Davis,2025-04-19,101.36
10265,317,Andrew Clark,2025-04-19,176.21
10266,332,Jessica King,2025-04-19,72.81
10267,397,James Brown,2025-04-19,212.91
10268,204,Robert Johnson,2025-04-20,158.32
10269,273,Kevin Moore,2025-04-20,34.51
10270,323,Olivia Baker,2025-04-20,62.18
10271,326,Michelle Walker,2025-04-20,263.26
10272,347,Maria Taylor,2025-04-20,132.74
10273,316,Anthony Green,2025-04-21,139.6
10274,369,Christopher Jackson,2025-04-21,80.9
10275,201,Samantha Reed,2025-04-22,30.29
10276,228,Christopher Nelson,2025-04-22,30.27
10277,335,Lauren Nelson,2025-04-22,26.07
10278,340,Ashley Wright,2025-04-22,192.57
10279,374,Michael Wilson,2025-04-22,33.49
10280,255,Samantha Brown,2025-04-23,22.07
10281,232,Rachel Lewis,2025-04-24,36.53
10282,396,Nicole Carter,2025-04-24,174.67
10283,382,Emily White,2025-04-25,87.13
10284,319,Jason Taylor,2025-04-26,43.68
10285,358,Emily King,2025-04-26,91.9
10286,218,Megan Martinez,2025-04-27,126.7
10287,232,Rachel Lewis,2025-04-27,74.09
10288,317,Andrew Clark,2025-04-27,68.73
10289,330,Vanessa Lewis,2025-04-27,142.45
10290,380,Rachel Johnson,2025-04-27,47.9
10291,229,Christopher Hall,2025-04-28,51.03
10292,387,Anthony Reed,2025-04-28,109.41
10293,201,Samantha Reed,2025-04-29,90.27
10294,217,Robert White,2025-04-29,81.82
10295,304,Rachel Chen,2025-04-29,28.5
10296,316,Anthony Green,2025-04-29,40.23
10297,225,Vanessa Taylor,2025-04-30,162.41
10298,280,Eric Walker,2025-04-30,79.1
10299,280,Eric Walker,2025-05-01,40.24
10300,290,Brian Jackson,2025-05-01,124.01
10301,379,Ashley Lewis,2025-05-02,96.51
10302,295,Anthony Nelson,2025-05-03,62.72
10303,347,Maria Taylor,2025-05-03,81.31
10304,365,Kevin Baker,2025-05-04,100.53
10305,357,Lauren Davis,2025-05-05,70.45
10306,378,Robert Garcia,2025-05-05,136.03
10307,398,Nicole Chen,2025-05-05,57.32
10308,251,Brian Martinez,2025-05-06,52.99
10309,240,Natalie Lopez,2025-05-08,61.62
10310,244,Brandon Davis,2025-05-08,221.08
10311,248,Olivia Thomas,2025-05-09,109.16
10312,249,David Thomas,2025-05-09,21.92
10313,213,Sarah Lewis,2025-05-10,29.86
10314,290,Brian Jackson,2025-05-10,85.0
10315,353,James Davis,2025-05-10,58.36
10316,202,Sarah Scott,2025-05-11,27.78
10317,386,Brandon Nelson,2025-05-11,155.69
10318,324,Daniel Davis,2025-05-12,14.51
10319,334,David Martinez,2025-05-12,31.66
10320,348,Sarah Walker,2025-05-12,73.39
10321,314,Jessica Thomas,2025-05-13,26.65
10322,294,Lauren Martinez,2025-05-14,134.2
10323,296,Sarah King,2025-05-14,114.72
10324,328,Eric Harris,2025-05-14,124.87
10325,366,Marcus Garcia,2025-05-14,44.4
10326,353,James Davis,2025-05-15,226.81
10327,385,Rachel Baker,2025-05-15,64.3
10328,286,Vanessa Wilson,2025-05-16,55.6
10329,319,Jason Taylor,2025-05-16,65.87
10330,340,Ashley Wright,2025-05-16,89.26
10331,243,Daniel Lopez,2025-05-17,140.0
10332,261,Anthony Davis,2025-05-17,193.15
10333,259,Emily Mitchell,2025-05-18,129.6
10334,280,Eric Walker,2025-05-18,29.63
10335,315,Vanessa Brown,2025-05-18,13.09
10336,359,Kevin Garcia,2025-05-18,91.19
10337,378,Robert Garcia,2025-05-18,73.08
10338,207,Michelle Lewis,2025-05-19,71.79
10339,308,David Clark,2025-05-19,42.84
10340,366,Marcus Garcia,2025-05-19,92.88
10341,371,Brandon Scott,2025-05-19,32.88
10342,375,Nicole Scott,2025-05-19,39.41
10343,275,Samantha White,2025-05-20,113.04
10344,281,Marcus Carter,2025-05-20,118.08
10345,300,Emily Green,2025-05-20,75.88
10346,223,Amanda Martinez,2025-05-21,57.38
10347,313,Jason Garcia,2025-05-21,178.74
10348,373,Samantha Young,2025-05-21,50.04
10349,371,Brandon Scott,2025-05-22,186.04
10350,274,Michelle Mitchell,2025-05-23,50.02
10351,276,Jessica Martinez,2025-05-23,109.74
10352,338,Anthony Green,2025-05-23,44.99
10353,225,Vanessa Taylor,2025-05-24,182.39
10354,265,Robert Adams,2025-05-24,67.83
10355,269,Ashley Mitchell,2025-05-24,25.93
10356,272,Ashley Young,2025-05-24,61.11
10357,311,Daniel Adams,2025-05-24,42.09
10358,323,Olivia Baker,2025-05-24,234.64
10359,237,Jason Carter,2025-05-25,157.18
10360,400,Andrew Baker,2025-05-25,42.06
10361,215,Samantha Wright,2025-05-26,66.73
10362,391,Andrew Green,2025-05-26,21.45
10363,231,James Scott,2025-05-27,72.87
10364,287,Brandon Reed,2025-05-27,49.02
10365,220,Sarah Green,2025-05-28,43.08
10366,242,Robert Green,2025-05-28,114.85
10367,266,James Baker,2025-05-28,650.0
10368,326,Michelle Walker,2025-05-29,30.66
10369,376,Amanda Baker,2025-05-29,65.99
10370,394,Kevin Harris,2025-05-29,183.89
10371,367,Michael Reed,2025-05-30,102.38
10372,339,Eric Wright,2025-05-31,59.49
10373,204,Robert Johnson,2025-06-01,212.96
10374,255,Samantha Brown,2025-06-01,49.69
10375,306,Eric Martinez,2025-06-01,121.18
10376,215,Samantha Wright,2025-06-02,83.87
10377,297,Eric Reed,2025-06-02,75.52
10378,381,Marcus Brown,2025-06-02,89.57
10379,237,Jason Carter,2025-06-03,40.04
10380,376,Amanda Baker,2025-06-03,32.2
10381,235,Anthony Anderson,2025-06-04,173.95
10382,236,Olivia Young,2025-06-04,42.23
10383,313,Jason Garcia,2025-06-04,37.71
10384,393,David Jackson,2025-06-04,63.98
10385,356,Amanda Lopez,2025-06-05,77.26
10386,372,James King,2025-06-05,45.25
10387,210,Sarah Lopez,2025-06-06,61.88
10388,261,Anthony Davis,2025-06-06,128.06
10389,289,David Baker,2025-06-06,97.65
10390,246,Nicole Martinez,2025-06-07,56.55
10391,273,Kevin Moore,2025-06-07,88.26
10392,331,Vanessa Johnson,2025-06-07,100.09
10393,220,Sarah Green,2025-06-08,175.48
10394,347,Maria Taylor,2025-06-09,73.55
10395,303,Marcus Brown,2025-06-10,99.97
10396,295,Anthony Nelson,2025-06-11,50.11
10397,319,Jason Taylor,2025-06-13,276.98
10398,240,Natalie Lopez,2025-06-14,42.45
10399,328,Eric Harris,2025-06-14,188.9
10400,343,Christopher White,2025-06-14,120.46
10401,376,Amanda Baker,2025-06-16,46.59
10402,309,Andrew Reed,2025-06-17,30.31
10403,350,Megan Davis,2025-06-17,131.25
10404,355,James Nelson,2025-06-17,49.04
10405,373,Samantha Young,2025-06-17,105.4
10406,287,Brandon Reed,2025-06-18,115.07
10407,323,Olivia Baker,2025-06-18,36.71
10408,215,Samantha Wright,2025-06-19,208.23
10409,336,Jason Jackson,2025-06-19,137.58
10410,338,Anthony Green,2025-06-19,44.57
10411,221,Justin Brown,2025-06-20,114.78
10412,245,Brandon Reed,2025-06-20,163.34
10413,290,Brian Jackson,2025-06-20,71.66
10414,302,Michael Anderson,2025-06-20,34.4
10415,319,Jason Taylor,2025-06-20,69.85
10416,339,Eric Wright,2025-06-20,126.95
10417,358,Emily King,2025-06-21,23.46
10418,392,Brandon Davis,2025-06-21,32.0
10419,234,Nicole Lopez,2025-06-22,16.86
10420,203,Emily Davis,2025-06-23,50.46
10421,269,Ashley Mitchell,2025-06-23,43.53
10422,274,Michelle Mitchell,2025-06-23,32.74
10423,367,Michael Reed,2025-06-23,110.27
10424,353,James Davis,2025-06-24,86.23
10425,386,Brandon Nelson,2025-06-24,64.16
10426,384,Andrew Lopez,2025-06-25,34.36
10427,256,Anthony Scott,2025-06-27,49.14
10428,308,David Clark,2025-06-27,106.09
10429,324,Daniel Davis,2025-06-27,61.44
10430,387,Anthony Reed,2025-06-27,358.39
10431,318,Andrew Chen,2025-06-28,29.43
10432,351,Sarah Lopez,2025-06-28,156.33
10433,216,Anthony Jackson,2025-06-29,100.54
10434,299,Anthony Green,2025-06-29,86.98
10435,335,Lauren Nelson,2025-06-29,59.86
10436,380,Rachel Johnson,2025-06-29,55.93
10437,382,Emily White,2025-06-29,97.24
10438,393,David Jackson,2025-06-29,36.05
10439,204,Robert Johnson,2025-06-30,121.2
10440,210,Sarah Lopez,2025-06-30,90.21
10441,301,Samantha Taylor,2025-07-01,304.44
10442,324,Daniel Davis,2025-07-01,103.09
10443,362,Michelle Walker,2025-07-03,250.69
10444,375,Nicole Scott,2025-07-03,137.58
10445,376,Amanda Baker,2025-07-03,184.6
10446,238,Brandon Thomas,2025-07-04,54.4
10447,263,Olivia Green,2025-07-04,141.52
10448,298,Brian Carter,2025-07-04,89.19
10449,339,Eric Wright,2025-07-04,194.98
10450,349,Anthony Davis,2025-07-04,29.38
10451,379,Ashley Lewis,2025-07-04,35.54
10452,390,Sarah Lopez,2025-07-04,86.1
10453,395,Ashley Nelson,2025-07-04,34.91
10454,231,James Scott,2025-07-05,56.78
10455,393,David Jackson,2025-07-05,45.97
10456,301,Samantha Taylor,2025-07-06,71.45
10457,312,Samantha Clark,2025-07-07,125.26
10458,266,James Baker,2025-07-08,83.41
10459,269,Ashley Mitchell,2025-07-08,82.35
10460,373,Samantha Young,2025-07-08,172.88
10461,396,Nicole Carter,2025-07-08,22.55
10462,360,Anthony Johnson,2025-07-09,109.98
10463,356,Amanda Lopez,2025-07-10,97.2
10464,299,Anthony Green,2025-07-12,74.68
10465,356,Amanda Lopez,2025-07-12,45.24
10466,372,James King,2025-07-12,164.72
10467,288,Jessica Young,2025-07-13,76.98
10468,303,Marcus Brown,2025-07-14,36.88
10469,362,Michelle Walker,2025-07-14,100.71
10470,211,Ashley Davis,2025-07-15,106.65
10471,255,Samantha Brown,2025-07-15,102.56
10472,259,Emily Mitchell,2025-07-17,161.22
10473,359,Kevin Garcia,2025-07-17,53.53
10474,362,Michelle Walker,2025-07-17,114.92
10475,399,Nicole Martinez,2025-07-17,34.26
10476,334,David Martinez,2025-07-18,45.24
10477,379,Ashley Lewis,2025-07-18,119.49
10478,281,Marcus Carter,2025-07-19,32.99
10479,344,Michelle Clark,2025-07-19,104.91
10480,345,Rachel Reed,2025-07-19,86.75
10481,395,Ashley Nelson,2025-07-19,50.07
10482,323,Olivia Baker,2025-07-20,119.66
10483,388,James Young,2025-07-20,191.11
10484,249,David Thomas,2025-07-21,98.9
10485,296,Sarah King,2025-07-22,178.46
10486,209,Marcus Wilson,2025-07-23,165.83
10487,222,Natalie Jackson,2025-07-23,63.03
10488,317,Andrew Clark,2025-07-23,141.01
10489,357,Lauren Davis,2025-07-23,56.85
10490,208,Maria Walker,2025-07-24,231.78
10491,258,Rachel Moore,2025-07-24,44.09
10492,317,Andrew Clark,2025-07-24,116.06
10493,313,Jason Garcia,2025-07-25,142.17
10494,325,James Davis,2025-07-25,24.94
10495,344,Michelle Clark,2025-07-26,41.01
10496,382,Emily White,2025-07-26,123.12
10497,347,Maria Taylor,2025-07-27,43.23
10498,371,Brandon Scott,2025-07-27,84.43
10499,268,Emily Lopez,2025-07-28,109.74
10500,368,Brian Jackson,2025-07-28,143.84
10501,262,Brian Taylor,2025-07-30,62.35
10502,279,Anthony Martinez,2025-07-30,113.85
10503,288,Jessica Young,2025-07-30,77.39
10504,293,Jason White,2025-07-30,149.37
10505,303,Marcus Brown,2025-07-30,86.38
10506,388,James Young,2025-07-30,64.03
10507,278,Eric Lewis,2025-07-31,73.2
10508,283,Christopher Davis,2025-07-31,218.96
10509,322,Christopher Carter,2025-07-31,137.65
10510,227,Nicole Reed,2025-08-01,89.85
10511,377,Brandon Reed,2025-08-01,130.45
10512,267,Amanda Moore,2025-08-02,89.69
10513,368,Brian Jackson,2025-08-03,149.26
10514,383,Robert Nelson,2025-08-03,45.22
10515,333,Kevin Lewis,2025-08-04,92.24
10516,267,Amanda Moore,2025-08-05,217.77
10517,271,Natalie Taylor,2025-08-05,96.05
10518,285,Kevin Lopez,2025-08-05,82.33
10519,333,Kevin Lewis,2025-08-05,20.99
10520,368,Brian Jackson,2025-08-05,17.91
10521,203,Emily Davis,2025-08-07,115.69
10522,329,Olivia Lopez,2025-08-07,99.6
10523,238,Brandon Thomas,2025-08-08,35.62
10524,257,Robert Brown,2025-08-08,27.05
10525,279,Anthony Martinez,2025-08-08,104.64
10526,363,Megan Harris,2025-08-08,58.26
10527,229,Christopher Hall,2025-08-09,57.17
10528,232,Rachel Lewis,2025-08-09,33.51
10529,241,James King,2025-08-09,61.38
10530,252,Natalie Mitchell,2025-08-09,107.22
10531,227,Nicole Reed,2025-08-10,96.79
10532,226,Michael Lopez,2025-08-11,59.63
10533,267,Amanda Moore,2025-08-11,127.24
10534,325,James Davis,2025-08-11,18.83
10535,364,Robert Baker,2025-08-11,115.0
10536,282,Megan Moore,2025-08-12,71.09
10537,204,Robert Johnson,2025-08-13,79.95
10538,355,James Nelson,2025-08-14,22.57
10539,228,Christopher Nelson,2025-08-15,54.63
10540,234,Nicole Lopez,2025-08-15,93.72
10541,268,Emily Lopez,2025-08-15,49.9
10542,329,Olivia Lopez,2025-08-15,102.1
10543,361,Eric Mitchell,2025-08-15,178.88
10544,296,Sarah King,2025-08-16,127.32
10545,312,Samantha Clark,2025-08-16,53.08
10546,348,Sarah Walker,2025-08-16,79.81
10547,264,Vanessa Wilson,2025-08-17,123.21
10548,312,Samantha Clark,2025-08-17,162.34
10549,321,Michael Mitchell,2025-08-17,44.87
10550,208,Maria Walker,2025-08-18,44.96
10551,320,Kevin Chen,2025-08-18,72.97
10552,218,Megan Martinez,2025-08-19,16.8
10553,266,James Baker,2025-08-19,54.06
10554,224,Jessica Garcia,2025-08-20,50.48
10555,286,Vanessa Wilson,2025-08-20,113.34
10556,345,Rachel Reed,2025-08-20,69.0
10557,221,Justin Brown,2025-08-21,92.37
10558,305,Eric Carter,2025-08-21,50.89
10559,354,Maria Carter,2025-08-21,108.15
10560,365,Kevin Baker,2025-08-21,84.96
10561,229,Christopher Hall,2025-08-22,115.15
10562,341,Daniel Moore,2025-08-23,74.95
10563,271,Natalie Taylor,2025-08-24,52.9
10564,338,Anthony Green,2025-08-24,267.83
10565,340,Ashley Wright,2025-08-24,20.45
10566,272,Ashley Young,2025-08-26,94.25
10567,227,Nicole Reed,2025-08-27,40.86
10568,379,Ashley Lewis,2025-08-27,128.49
10569,400,Andrew Baker,2025-08-27,25.66
10570,239,Megan Garcia,2025-08-28,25.53
10571,265,Robert Adams,2025-08-28,90.46
10572,394,Kevin Harris,2025-08-28,95.84
10573,334,David Martinez,2025-08-29,234.35
10574,389,Anthony Adams,2025-08-29,52.48
10575,226,Michael Lopez,2025-08-30,52.25
10576,260,Samantha Wright,2025-08-30,97.44
10577,358,Emily King,2025-08-30,89.87
10578,370,Marcus White,2025-08-30,83.24
10579,387,Anthony Reed,2025-08-30,59.32
10580,393,David Jackson,2025-08-30,94.1
10581,294,Lauren Martinez,2025-08-31,72.33
10582,239,Megan Garcia,2025-09-01,62.83
10583,307,Lauren Green,2025-09-01,53.83
10584,205,Eric Reed,2025-09-02,14.0
10585,239,Megan Garcia,2025-09-02,211.34
10586,280,Eric Walker,2025-09-02,142.31
10587,336,Jason Jackson,2025-09-02,17.78
